,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,BLOCK,PLAN,DISTRICT_LOT,LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_IMPROVEMENT_VALUE,PREVIOUS_LAND_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
101476,010-225-994,LAND,638271940000,63827194,RS-1,One Family Dwelling,14,VAP8147,THSL,M,,2594.0,5TH AVE E,V5M 1M7,.,RICT LOT THSL  NWD SECTION 34 N HLF,LOT M  BLOCK 14  PLAN VAP8147  DIST,,,1436000.0,263000.0,2021.0,28300.0,1304000.0,1950.0,1950.0,,21,2021
193667,030-604-222,STRATA,770266080112,77026608,CD-1 (556),,,EPS5134,393,112,302,4638.0,GLADSTONE ST,V5N 0G5,"ER LAND DISTRICT, TOGETHER WITH AN","ICT LOT 393, GROUP 1, NEW WESTMINST","STRATA LOT 112, PLAN EPS5134, DISTR",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,526000.0,280000.0,2021.0,275000.0,503000.0,2018.0,2018.0,,23,2021
108502,010-107-975,LAND,245815550000,24581555,RS-1,One Family Dwelling,12,VAP8393,,8,,7611.0,THORNHILL DR,V5P 3T3,.,WESTMINSTER DISTRICT LOT FRASERVIEW,LOT 8  BLOCK 12  PLAN VAP8393  NEW,,,1712000.0,94700.0,2021.0,27200.0,1485000.0,1950.0,1965.0,,25,2021
151753,029-701-864,STRATA,638182500232,63818250,CD-1 (464),Comprehensive Development,,EPS2983,200A,232,1109,38.0,1ST AVE W,V5Y 0K3,N INTEREST IN THE COMMON PROPERTY I,"200A  NWD GROUP 1, TOGETHER WITH A",LOT 232  PLAN EPS2983  DISTRICT LOT,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,715000.0,332000.0,2021.0,325000.0,685000.0,2015.0,2015.0,,13,2021
151172,018-842-071,STRATA,609114020012,60911402,RM-5A,Multiple Family Dwelling,,LMS1491,185,12,102,1500.0,PENDRELL ST,V6G 3A5,0 SHARE IN COM PROP THEREIN.,185  NEW WESTMINSTER UNDIV 101/1000,LOT 12  PLAN LMS1491  DISTRICT LOT,,,566000.0,112000.0,2021.0,120000.0,520000.0,1981.0,1981.0,,27,2021
131362,028-675-291,STRATA,230692940002,23069294,RM-1N,Multiple Family Dwelling,,BCS4223,748,2,,3494.0,KNIGHT ST,V5N 3K9,WITH AN INTEREST IN THE COMMON PRO,"48  NWD GROUP 1, & DL 749, TOGETHER",LOT 2  PLAN BCS4223  DISTRICT LOT 7,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,823000.0,182000.0,2021.0,178000.0,768000.0,2011.0,2011.0,,15,2021
150289,024-470-783,STRATA,602138960035,60213896,DD,Comprehensive Development,,LMS3851,541,35,909,433.0,ROBSON ST,V6B 6L9,AN INTEREST IN THE COMMON PROPERTY,541  NWD  BCAGROUP 1 TOGETHER WITH,LOT 35  PLAN LMS3851  DISTRICT LOT,IN PROPORTION TO THE UNIT ENTITLEME,NT OF THE STRATA LOT AS SHOWN ON FO,126000.0,134000.0,2021.0,133000.0,173000.0,1999.0,1999.0,,26,2021
61839,029-394-538,STRATA,186633520092,18663352,CD-1 (504),Comprehensive Development,,EPS2304,200A,92,809,1618.0,QUEBEC ST,V6A 0C5,HER WITH AN INTEREST IN THE COMMON,"200A  NWD GROUP 1, & DL 2037, TOGET",LOT 92  PLAN EPS2304  DISTRICT LOT,PROPERTY IN PROPORTION TO THE UNIT,ENTITLEMENT OF THE STRATA LOT AS SH,504000.0,200000.0,2021.0,197000.0,488000.0,2014.0,2014.0,,13,2021
209858,018-600-093,STRATA,190687070050,19068707,C-2C,Commercial,,LMS163,302,50,204,189.0,16TH AVE E,V5T 4R2,HARE IN COM PROP THEREIN PHASE 2.,02  NEW WESTMINSTER UNDIV 66/4029 S,LOT 50  PLAN LMS163  DISTRICT LOT 3,,,377000.0,119000.0,2021.0,118000.0,351000.0,1993.0,1993.0,,13,2021
146671,012-809-632,LAND,225691320000,22569132,RT-10,Two Family Dwelling,83,VAP3523,301,A,,3332.0,INVERNESS ST,V5V 4V4,,RICT LOT 301  NWD GROUP 1.,LOT A  BLOCK 83  PLAN VAP3523  DIST,,,1156000.0,37200.0,2021.0,39100.0,985000.0,1910.0,1970.0,,15,2021
33240,023-700-394,STRATA,600116930005,60011693,DD,Comprehensive Development,,LMS2728,185,5,301,1331.0,GEORGIA ST W,V6E 4P1,"LAND DISTRICT, TOGETHER WITH AN IN","T LOT 185, GROUP 1, NEW WESTMINSTER","STRATA LOT 5, PLAN LMS2728, DISTRIC",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF,394000.0,136000.0,2021.0,134000.0,376000.0,1997.0,1997.0,,26,2021
120763,025-555-162,STRATA,616138940213,61613894,CD-1 (366),Comprehensive Development,,BCS183,FC,213,3807,1408.0,STRATHMORE MEWS,V6Z 3A9,NTEREST IN THE COMMON PROPERTY IN P,"FC  NWD GROUP 1, TOGETHER WITH AN I",LOT 213  PLAN BCS183  DISTRICT LOT,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,1240000.0,420000.0,2021.0,413000.0,1266000.0,2002.0,2002.0,,30,2021
163038,026-195-844,STRATA,134608970139,13460897,DD,Comprehensive Development,,BCS1172,541,139,2103,1199.0,SEYMOUR ST,V6B 1K3,,541  NEW WESTMINSTER GROUP 1.,LOT 139  PLAN BCS1172  DISTRICT LOT,,,389000.0,130000.0,2021.0,129000.0,375000.0,2005.0,2005.0,,29,2021
137316,024-233-978,STRATA,134604770042,13460477,CD-1 (369),Comprehensive Development,,LMS3440,541,42,313,933.0,SEYMOUR ST,V6B 6L6,AN INTEREST IN THE COMMON PROPERTY,541  NWD  BCAGROUP 1 TOGETHER WITH,LOT 42  PLAN LMS3440  DISTRICT LOT,IN PROPORTION TO THE UNIT ENTITLEME,NT OF THE STRATA LOT AS SHOWN ON FO,393000.0,196000.0,2021.0,196000.0,374000.0,1998.0,1998.0,,29,2021
179082,018-074-677,STRATA,596250450009,59625045,RM-4,Multiple Family Dwelling,,LMS711,183,9,306,1729.0,GEORGIA ST E,V5L 2B3,ARE IN COM PROP THEREIN.,3  NEW WESTMINSTER UNDIV 76/1387 SH,LOT 9  PLAN LMS711  DISTRICT LOT 18,,,507000.0,177000.0,2021.0,177000.0,508000.0,1993.0,1993.0,,14,2021
179994,010-485-040,LAND,791212120000,79121212,RS-1,One Family Dwelling,5,VAP2735,661,3,,828.0,50TH AVE E,V5X 1B5,,ICT LOT 661  NWD GROUP 1.,LOT 3  BLOCK 5  PLAN VAP2735  DISTR,,,1371000.0,271000.0,2021.0,268000.0,1242000.0,1997.0,1997.0,,17,2021
138260,009-972-706,LAND,170739030000,17073903,RT-2,Two Family Dwelling,875,VAP8664,526,19,,526.0,37TH AVE W,V5Z 2K9,,STRICT LOT 526  NEW WESTMINSTER,LOT 19  BLOCK 875  PLAN VAP8664  DI,,,8668000.0,10000.0,2021.0,50000.0,8108000.0,1954.0,1970.0,,9,2021
173420,029-383-706,STRATA,231698460001,23169846,RT-10,Two Family Dwelling,,EPS2335,746,1,,3792.0,LANARK ST,V5N 3R7,NTEREST IN THE COMMON PROPERTY IN P,"46  NWD GROUP 1, TOGETHER WITH AN I",LOT 1  PLAN EPS2335  DISTRICT LOT 7,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,878000.0,389000.0,2021.0,389000.0,820000.0,2014.0,2014.0,,15,2021
191592,004-009-347,LAND,630020560000,63002056,RS-1,One Family Dwelling,128,VAP12606,540,C,,4638.0,MARINE DR NW,V6R 1B9,8'.,STRICT LOT 540  NWD EXCEPT SOUTH 11,LOT C  BLOCK 128  PLAN VAP12606  DI,,,6773000.0,801000.0,2021.0,833000.0,6498000.0,1992.0,1992.0,,1,2021
85835,013-106-538,LAND,707266730000,70726673,RS-1,One Family Dwelling,B,VAP1388,393,21,,2341.0,28TH AVE E,V5N 2Y3,10.,"RICT LOT 393  NWD AMD OF LOT 1, BLK",LOT 21  BLOCK B  PLAN VAP1388  DIST,,,1501000.0,36900.0,2021.0,37800.0,1348000.0,1946.0,1965.0,,23,2021
162551,023-347-040,STRATA,601259460001,60125946,RT-4,Two Family Dwelling,,LMS2310,264A,1,,2146.0,PARKER ST,V5L 2L7,PROP THEREIN TOGETHER WITH AN INTE,64A  NWD UNDIV 105/217 SHARE IN COM,LOT 1  PLAN LMS2310  DISTRICT LOT 2,REST IN THE COMMON PROPERTY IN PROP,ORTION TO THE UNIT ENTITLEMENT OF T,963000.0,307000.0,2021.0,310000.0,912000.0,1996.0,1996.0,,14,2021
8942,028-835-905,STRATA,590172290047,59017229,DD,Comprehensive Development,,BCS3221,OGT,47,609,53.0,HASTINGS ST W,V6B 1G4,INTEREST IN THE COMMON PROPERTY IN,"OGT  NWD GROUP 1, TOGETHER WITH AN",LOT 47  PLAN BCS3221  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,903000.0,229000.0,2021.0,225000.0,919000.0,2012.0,2012.0,,26,2021
200707,018-385-516,STRATA,157612510321,15761251,CD-1 (266),Comprehensive Development,,LMS1008,,321,,1233.0,PACIFIC BLVD,,25/10000 SHARE IN COM PROP THEREIN,"TER DISTRICT LOT FALSE CREEK, UNDIV",LOT 321  PLAN LMS1008  NEW WESTMINS,.,,36700.0,3200.0,2021.0,3600.0,36300.0,1993.0,1993.0,,30,2021
199200,010-462-082,LAND,793210320000,79321032,RS-1,One Family Dwelling,,VAP4645,660,11,,732.0,51ST AVE E,V5X 1E3,,660  NWD GROUP 1.,LOT 11  PLAN VAP4645  DISTRICT LOT,,,1325000.0,749000.0,2021.0,723000.0,1195000.0,2015.0,2015.0,,17,2021
108099,024-222-844,STRATA,718314060187,71831406,CD-1 (314),Comprehensive Development,,LMS3434,36,187,1807,5288.0,MELBOURNE ST,V5R 6E6,69 SHARE IN COM PROP THEREIN.,36  NEW WESTMINSTER UNDIV 730/1810,LOT 187  PLAN LMS3434  DISTRICT LOT,,,350000.0,220000.0,2021.0,217000.0,337000.0,1998.0,1998.0,,23,2021
14824,014-803-020,LAND,228739650000,22873965,RS-1,One Family Dwelling,2,VAP1383,711,7,,5419.0,CULLODEN ST,V5W 3R7,,ICT LOT 711  NEW WESTMINSTER,LOT 7  BLOCK 2  PLAN VAP1383  DISTR,,,1365000.0,146000.0,2021.0,143000.0,1153000.0,1966.0,2000.0,,19,2021
116270,007-346-891,LAND,734195610000,73419561,RS-1,One Family Dwelling,10,VAP2235,637,8,,359.0,35TH AVE E,V5W 1A7,,RICT LOT 637  NWD GROUP 1.,LOT 8  BLOCK 10  PLAN VAP2235  DIST,,,1331000.0,396000.0,2021.0,397000.0,1128000.0,2011.0,2012.0,,16,2021
189266,006-020-801,STRATA,636078080008,63607808,RM-4,Multiple Family Dwelling,,VAS839,526,8,204,2370.0,2ND AVE W,V6K 1J2,THE COMMON PROPERTY IN PROPORTION,6  NWD TOGETHER WITH AN INTEREST IN,LOT 8  PLAN VAS839  DISTRICT LOT 52,TO THE UNIT ENTITLEMENT OF THE STRA,TA LOT AS SHOWN ON FORM 1,479000.0,70300.0,2021.0,71600.0,493000.0,1967.0,1967.0,,2,2021
162637,029-656-010,STRATA,300841040093,30084104,CD-1 (499),Comprehensive Development,,EPS2778,330,93,501,3162.0,RIVERWALK AVE,V5S 0B7,INTEREST IN THE COMMON PROPERTY IN,"330  NWD GROUP 1, TOGETHER WITH AN",LOT 93  PLAN EPS2778  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,387000.0,236000.0,2021.0,232000.0,373000.0,2015.0,2015.0,,18,2021
183450,023-673-982,STRATA,148612020049,14861202,HA-3,Historic Area,,LMS2686,541,49,510,1216.0,HOMER ST,V6B 6K5,2 SHARE IN COM PROP THEREIN.,541  NEW WESTMINSTER UNDIV 479/4384,LOT 49  PLAN LMS2686  DISTRICT LOT,,,394000.0,137000.0,2021.0,136000.0,375000.0,1912.0,1997.0,,29,2021
149070,024-769-754,STRATA,138604440053,13860444,DD,Comprehensive Development,,LMS4155,541,53,605,928.0,RICHARDS ST,V6B 6P6,30 SHARE IN COM PROP THEREIN.,541  NEW WESTMINSTER UNDIV 751/1398,LOT 53  PLAN LMS4155  DISTRICT LOT,,,403000.0,299000.0,2021.0,293000.0,384000.0,2000.0,2000.0,,29,2021
97613,029-326-711,LAND,137823040000,13782304,RS-1,One Family Dwelling,5,EPP40927,319,A,,8008.0,HAIG ST,V6P 4R9,"1 TO 3, OF BLOCK B, & DL 323 AND 32","RICT LOT 319  NWD GROUP 1, OF LOTS",LOT A  BLOCK 5  PLAN EPP40927  DIST,4.,,1673000.0,856000.0,2021.0,850000.0,1514000.0,2015.0,2015.0,,12,2021
87524,008-276-064,STRATA,648041670002,64804167,RT-7,Two Family Dwelling,,VAS1956,540,2,,3539.0,8TH AVE W,V6R 1Y8,PROP THEREIN TOGETHER WITH AN INTER,40  NWD UNDIV 50/100 SHARE IN COMM,LOT 2  PLAN VAS1956  DISTRICT LOT 5,EST IN THE COMMON PROPERTY IN PROPO,RTION TO THE UNIT ENTITLEMENT OF TH,1310000.0,135000.0,2021.0,137000.0,1145000.0,1987.0,1987.0,,2,2021
182516,019-186-665,STRATA,579178390019,57917839,HA-2,Historic Area,,LMS1862,196,19,701,27.0,ALEXANDER ST,V6A 1B2,UNDIV SHARE IN COM PROP THEREIN.,196  NEW WESTMINSTER UNDIV 88/2125,LOT 19  PLAN LMS1862  DISTRICT LOT,,,668000.0,245000.0,2021.0,249000.0,708000.0,1995.0,1995.0,,26,2021
63153,006-171-176,LAND,319770860000,31977086,RS-1,One Family Dwelling,14,VAP4543,36,9,,5868.0,ORMIDALE ST,V5R 4R3,,"RICT LOT 36  NWD OF LOT A, & DL 49.",LOT 9  BLOCK 14  PLAN VAP4543  DIST,,,1323000.0,191000.0,2021.0,195000.0,1221000.0,1987.0,1987.0,,24,2021
34361,027-325-113,STRATA,650084320021,65008432,C-3A,Commercial,,BCS2667,526,21,311,2228.0,BROADWAY W,V6K 0B1,,526  NWD GROUP 1.,LOT 21  PLAN BCS2667  DISTRICT LOT,,,557000.0,266000.0,2021.0,260000.0,511000.0,2008.0,2008.0,,2,2021
176254,005-348-919,STRATA,606119360021,60611936,RM-5B,Multiple Family Dwelling,,VAS1764,185,21,501,1042.0,NELSON ST,V6E 1H8,SHARE IN COM PROP THEREIN TOGETHER,"185  NWD GROUP 1, UNDIV 3927/100000",LOT 21  PLAN VAS1764  DISTRICT LOT,WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,434000.0,173000.0,2021.0,175000.0,396000.0,1986.0,1986.0,,27,2021
125889,030-067-618,STRATA,650173500043,65017350,C-3A,Commercial,,EPS3524,302,43,702,238.0,BROADWAY W,V5Y 0L2,INTEREST IN THE COMMON PROPERTY IN,"302  NWD GROUP 1, TOGETHER WITH AN",LOT 43  PLAN EPS3524  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,397000.0,218000.0,2021.0,213000.0,395000.0,2017.0,2017.0,,13,2021
19253,007-509-481,LAND,636024930000,63602493,RS-1,One Family Dwelling,133,VAP16330,540,36,,1775.0,TRIMBLE ST,V6R 4J8,,ISTRICT LOT 540  NEW WESTMINSTER,LOT 36  BLOCK 133  PLAN VAP16330  D,,,3743000.0,161000.0,2021.0,165000.0,3567000.0,1978.0,1978.0,,1,2021
64578,006-395-031,STRATA,648134930042,64813493,FM-1,Multiple Family Dwelling,,VAS1120,526,42,,1349.0,8TH AVE W,V6H 3W4,0 SHARE IN COM PROP THEREIN.,526  NEW WESTMINSTER UNDIV 867/8259,LOT 42  PLAN VAS1120  DISTRICT LOT,,,720000.0,86700.0,2021.0,92200.0,675000.0,1982.0,1982.0,,7,2021
207676,014-917-891,LAND,601267210000,60126721,RS-7,One Family Dwelling,16,VAP1771,264A,12,,2321.0,PARKER ST,V5L 2M2,,NEW WESTMINSTER PLAN 1151 & 1771.,LOT 12  BLOCK 16  DISTRICT LOT 264A,,,1400000.0,0.0,2021.0,20400.0,1280000.0,1947.0,1947.0,,14,2021
150866,015-752-739,LAND,613111970000,61311197,RM-5A,Multiple Family Dwelling,62,VAP92,185,A,,1255.0,BIDWELL ST,V6G 2K8,,CT LOT 185  NEW WESTMINSTER,LOT A  BLOCK 62  PLAN VAP92  DISTRI,,,51358500.0,69449000.0,2021.0,67401700.0,57064500.0,1963.0,1963.0,,27,2021
154352,014-604-787,STRATA,686150340010,68615034,RM-4,Multiple Family Dwelling,,VAS2465,526,10,303,966.0,14TH AVE W,V5Z 1R4,000 SHARE IN COM PROP THEREIN.,526  NEW WESTMINSTER UNDIV 5939/100,LOT 10  PLAN VAS2465  DISTRICT LOT,,,564000.0,119000.0,2021.0,120000.0,537000.0,1989.0,1989.0,,7,2021
38496,031-024-785,LAND,277704640000,27770464,RS-1,One Family Dwelling,10,EPP97935,THSL,1,,4296.0,KASLO ST,,RT SE 1/4  GROUP 1,PP97935  DISTRICT LOT THSL  NWD  PA,LOT 1  BLOCK 10  SECTION 47  PLAN E,,,1066000.0,270000.0,2021.0,,,,,,22,2021
209846,013-271-415,LAND,733077620000,73307762,RS-5,One Family Dwelling,18,VAP2977,526,7,,2374.0,35TH AVE W,V6M 1J6,,RICT LOT 526  NWD OF LOT 6.,LOT 7  BLOCK 18  PLAN VAP2977  DIST,,,3220000.0,768000.0,2021.0,780000.0,3108000.0,1992.0,2005.0,,5,2021
190082,013-448-501,STRATA,126617060171,12661706,BCPED,Comprehensive Development,,VAS2383,F C,171,2302,1500.0,HOWE ST,V6Z 2N1,98 SHARE IN COM PROP THEREIN.,F C  NEW WESTMINSTER UNDIV 132/140,LOT 171  PLAN VAS2383  DISTRICT LOT,,,1139000.0,380000.0,2021.0,378000.0,1156000.0,1989.0,1989.0,,30,2021
20829,015-328-767,LAND,633255230000,63325523,RT-4,Two Family Dwelling,143,VAP377,264A,45,,2023.0,3RD AVE E,V5N 1H6,.,CT LOT 264A  NWD OF LOT B & PL 1771,LOT 45  BLOCK 143  PLAN 377  DISTRI,,,1472000.0,34500.0,2021.0,35500.0,1400000.0,1910.0,1960.0,,14,2021
69964,015-123-529,STRATA,606109680020,60610968,RM-5B,Multiple Family Dwelling,69,VAS2526,185,20,604,1838.0,NELSON ST,V6G 1N1,V 214/10000 SHARE IN COMM PROP THER,TRICT LOT 185  NEW WESTMINSTER UNDI,LOT 20  BLOCK 69  PLAN VAS2526  DIS,EIN.,,438000.0,202000.0,2021.0,201000.0,365000.0,1989.0,1989.0,,27,2021
83311,029-873-924,STRATA,603162680111,60316268,CD-1 (520),Comprehensive Development,,EPS3602,FC,111,822,68.0,SMITHE ST,V6B 0P4,"R LAND DISTRICT, TOGETHER WITH AN I","ICT LOT FC, GROUP 1, NEW WESTMINSTE","STRATA LOT 111, PLAN EPS3602, DISTR",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,541000.0,404000.0,2021.0,396000.0,591000.0,2016.0,2016.0,,26,2021
50760,014-697-211,LAND,646289980000,64628998,RS-1,One Family Dwelling,19,VAP1314,THSL,16,,3196.0,7TH AVE E,V5M 1V7,T N 1/2.,VAP1314  DISTRICT LOT THSL  NWD PAR,LOT 16  BLOCK 19  SECTION 37  PLAN,,,1448000.0,38700.0,2021.0,37900.0,1315000.0,1953.0,1955.0,,21,2021
30440,002-576-694,LAND,674026240000,67402624,RS-1,One Family Dwelling,155,VAP3790,540,6,,4374.0,11TH AVE W,V6R 2M1,,TRICT LOT 540  NWD OF LOT 4.,LOT 6  BLOCK 155  PLAN VAP3790  DIS,,,2200000.0,64800.0,2021.0,66700.0,2020000.0,1963.0,1970.0,,1,2021
99212,006-047-700,LAND,739239950000,73923995,RS-1,One Family Dwelling,,VAP1827,,32,,1795.0,37TH AVE E,V5P 1E7,,ER DISTRICT LOT 703 E QTR.,LOT 32  PLAN VAP1827  NEW WESTMINST,,,1225000.0,698000.0,2021.0,706000.0,1141000.0,2018.0,2018.0,,19,2021
108931,029-631-050,LAND,45638950000,4563895,RM-4,Multiple Family Dwelling,23,EPP53733,540,1,,1969.0,WATERLOO ST,V6R 3G7,,TRICT LOT 540  NWD GROUP 1.,LOT 1  BLOCK 23  PLAN EPP53733  DIS,,,3998000.0,4275000.0,2021.0,4165000.0,4339000.0,2016.0,2016.0,,2,2021
36521,011-157-976,LAND,586271730000,58627173,RS-1,One Family Dwelling,,VAP5452,THSL,21,,2575.0,TRIUMPH ST,V5K 1S7,,"THSL  NWD GROUP 1, OF LOT 20.",LOT 21  PLAN VAP5452  DISTRICT LOT,,,1260000.0,76200.0,2021.0,70500.0,1185000.0,1925.0,1975.0,,20,2021
88276,014-643-782,LAND,611250650000,61125065,RT-5,Two Family Dwelling,47,404 & 1771,264A,14,,1765.0,KITCHENER ST,V5L 2W4,PLN 1255.,DISTRICT LOT 264A  NEW WESTMINSTER,LOT 14  BLOCK 47  PLAN 404 & 1771,,,1608000.0,178000.0,2021.0,183000.0,1392000.0,1912.0,1977.0,,14,2021
84948,014-681-480,LAND,683134950000,68313495,RM-3,Multiple Family Dwelling,412,VAP1276,526,12,,1305.0,13TH AVE W,V6H 1N7,"11, BLOCK 412, PLAN VAP1276VAP1276",STRICT LOT 526  NEW WESTMINSTER LOT,LOT 12  BLOCK 412  PLAN VAP1276  DI,", DISTRICT LOT 526, NEW WESTMINSTER",LAND DISTRICT.,7068000.0,1190000.0,2021.0,933000.0,7612000.0,1959.0,1959.0,,7,2021
7782,003-330-427,STRATA,688130040073,68813004,CD-1 (168),Comprehensive Development,,VAS90,526,73,421,1445.0,MARPOLE AVE,V6H 1S5,00 SHARE IN COM PROP THEREIN.,6  NEW WESTMINSTER UNDIV 4592/10000,LOT 73  PLAN VAS90  DISTRICT LOT 52,,,429000.0,59300.0,2021.0,60900.0,407000.0,1973.0,1973.0,,7,2021
36047,024-221-805,STRATA,718314060083,71831406,CD-1 (314),Comprehensive Development,,LMS3434,36,83,611,3588.0,VANNESS AVE,V5R 6E9,9 SHARE IN COM PROP THEREIN.,36  NEW WESTMINSTER UNDIV 659/18106,LOT 83  PLAN LMS3434  DISTRICT LOT,,,250000.0,198000.0,2021.0,195000.0,228000.0,1998.0,1998.0,,23,2021
55553,013-650-050,LAND,829153170000,82915317,RT-2,Two Family Dwelling,B,VAP2543,319,19,,847.0,69TH AVE W,V6P 2W4,23 & 324.,"RICT LOT 319  NWD OF LOT 25, & DL 3",LOT 19  BLOCK B  PLAN VAP2543  DIST,,,1518000.0,125000.0,2021.0,135000.0,1372000.0,1979.0,1979.0,,12,2021
40374,005-987-652,STRATA,739130190010,73913019,CD-1 (65),Comprehensive Development,,VAS820,526,10,10,4900.0,CARTIER ST,V6M 4H2,N THE COMMON PROPERTY IN PROPORTION,26  NWD TOGETHER WITH AN INTEREST I,LOT 10  PLAN VAS820  DISTRICT LOT 5,TO THE UNIT ENTITLEMENT OF THE STR,ATA LOT AS SHOWN ON FORM 1,1495000.0,284000.0,2021.0,298000.0,1412000.0,1981.0,1981.0,,8,2021
129494,023-985-933,STRATA,573114020083,57311402,CD-1 (312),Comprehensive Development,,LMS3033,,83,1701,560.0,CARDERO ST,V6G 3E9,IV 1174/130993 SHARE IN COM PROP TH,"ER DISTRICT LOT PUBLIC HARBOUR, UND",LOT 83  PLAN LMS3033  NEW WESTMINST,EREIN.,,1130000.0,386000.0,2021.0,382000.0,1079000.0,1997.0,1997.0,,28,2021
23256,004-432-312,LAND,771270390000,77127039,RS-1,One Family Dwelling,8,VAP11113,,O,,2639.0,48TH AVE E,V5S 1G6,.,WESTMINSTER DISTRICT LOT 336 NE QTR,LOT O  BLOCK 8  PLAN VAP11113  NEW,,,1398000.0,53500.0,2021.0,54300.0,1241000.0,1963.0,1963.0,,24,2021
170884,018-061-109,STRATA,617124080134,61712408,CD-1 (251),Comprehensive Development,,LMS712,,134,1210,1500.0,HORNBY ST,V6Z 2R1,NTEREST IN THE COMMON PROPERTY IN P,"LOT FALSE CREEK, TOGETHER WITH AN I",LOT 134  PLAN LMS712  NWD DISTRICT,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,773000.0,432000.0,2021.0,384000.0,839000.0,1993.0,1993.0,,30,2021
27767,016-133-447,STRATA,588255030010,58825503,RM-3A,Multiple Family Dwelling,,VAS2684,184,10,202,2023.0,FRANKLIN ST,V5L 1R4,SHARE IN COM PROP THEREIN.,184  NEW WESTMINSTER UNDIV 73/1749,LOT 10  PLAN VAS2684  DISTRICT LOT,,,360000.0,128000.0,2021.0,132000.0,359000.0,1990.0,1990.0,,14,2021
161528,023-896-388,STRATA,670124010011,67012401,RM-3,Multiple Family Dwelling,,LMS2954,526,11,702,2772.0,FIR ST,V6J 3C1,5 SHARE IN COM PROP THEREIN.,526  NEW WESTMINSTER UNDIV 789/1783,LOT 11  PLAN LMS2954  DISTRICT LOT,,,518000.0,270000.0,2021.0,267000.0,489000.0,1997.0,1997.0,,7,2021
179130,005-780-985,STRATA,812315530049,81231553,CD-1 (117),Comprehensive Development,,VAS741,335,49,,7236.0,QUATSINO DR,V5S 4C3,E IN COM PROP THEREIN PHASE 2.,35  NEW WESTMINSTER UNDIV 1/47 SHAR,LOT 49  PLAN VAS741  DISTRICT LOT 3,,,682000.0,204000.0,2021.0,213000.0,634000.0,1981.0,1981.0,,25,2021
175395,027-571-815,STRATA,157602030017,15760203,CD-1 (431),Comprehensive Development,,BCS2982,541,17,510,821.0,CAMBIE ST,V6B 0E3,INTEREST IN THE COMMON PROPERTY IN,"541  NWD GROUP 1, TOGETHER WITH AN",LOT 17  PLAN BCS2982  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,415000.0,227000.0,2021.0,222000.0,369000.0,2008.0,2008.0,,29,2021
145295,008-307-431,LAND,121725440000,12172544,RS-5,One Family Dwelling,788,VAP6011,526,4,,4816.0,ANGUS DR,V6J 4J7,,TRICT LOT 526  NEW WESTMINSTER,LOT 4  BLOCK 788  PLAN VAP6011  DIS,,,4168000.0,75400.0,2021.0,75400.0,3912000.0,1925.0,1955.0,,8,2021
58408,029-318-491,STRATA,130826730087,13082673,CD-1 (517),Comprehensive Development,,EPS2004,325,87,2101,8555.0,GRANVILLE ST,V6P 4Z9,INTEREST IN THE COMMON PROPERTY IN,"325  NWD GROUP 1, TOGETHER WITH AN",LOT 87  PLAN EPS2004  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,757000.0,218000.0,2021.0,215000.0,796000.0,2014.0,2014.0,,12,2021
